academic_year,division,team_name,org_id,assists_per_game,caused_turnovers_per_game,clearing_pct,faceoff_winning_pct,ground_balls_per_game,man_down_defense,man_up_offense,points_per_game,saves_per_game,scoring_defense,scoring_margin,scoring_offense,shot_pct,turnovers_per_game,winning_pct,conference,games,record,opponent_clear_pct
2017,1,Drexel,110517,5.57,6.36,0.832,0.379,25.21,0.605,0.432,15.36,12.93,11.07,-1.29,9.79,0.322,14.14,0.429,CAA,14.0,6-8,
2017,1,Duke,110518,7.83,6.17,0.872,0.549,30.89,0.673,0.5,20.89,9.44,8.39,4.67,13.06,0.347,12.67,0.722,ACC,18.0,13-5,
2017,1,Fairfield,110519,4.07,5.21,0.891,0.511,27.21,0.618,0.325,12.57,11.64,10.36,-1.86,8.5,0.232,11.57,0.357,CAA,14.0,5-9,
2017,1,Furman,110520,6.27,7.33,0.893,0.485,25.53,0.605,0.222,16.4,10.2,9.07,1.07,10.13,0.305,12.33,0.467,SoCon,15.0,7-8,
2017,1,Georgetown,110521,5.5,6.21,0.861,0.461,24.79,0.659,0.271,15.64,11.29,11.21,-1.07,10.14,0.269,11.71,0.286,Big East,14.0,4-10,
2017,1,Hampton,110522,,7.38,0.897,0.361,,0.474,0.303,,14.13,13.63,,,0.229,,0.125,DI Independent,8.0,1-7,
2017,1,Hartford,110523,6.93,5.57,0.874,0.537,28.79,0.68,0.519,18.0,10.71,11.0,0.07,11.07,0.312,13.36,0.429,America East,14.0,6-8,
2017,1,Harvard,110524,5.54,7.77,0.893,0.376,26.69,0.717,0.345,16.46,12.23,11.08,-0.15,10.92,0.315,14.54,0.462,Ivy League,13.0,6-7,
2017,1,High Point,110572,4.79,7.64,0.868,0.339,23.29,0.5,0.327,13.71,12.57,11.21,-2.29,8.93,0.275,15.14,0.286,SoCon,14.0,4-10,
2017,1,Hobart,110525,5.75,6.5,0.859,0.524,27.5,0.563,0.239,17.69,11.69,11.13,0.81,11.94,0.279,13.31,0.563,NEC,16.0,9-7,
2017,1,Hofstra,110526,6.36,4.21,0.899,0.457,26.71,0.65,0.365,17.93,11.57,8.79,2.79,11.57,0.353,10.79,0.786,CAA,14.0,11-3,
2017,1,Holy Cross,110527,4.73,8.73,0.844,0.381,27.27,0.7,0.326,13.27,8.8,10.8,-2.27,8.53,0.26,14.4,0.333,Patriot,15.0,5-10,
2017,1,Jacksonville,110528,6.29,4.79,0.853,0.547,28.07,0.545,0.311,15.43,12.43,12.57,-3.43,9.14,0.324,14.71,0.214,SoCon,14.0,3-11,
2017,1,Johns Hopkins,110529,6.67,6.73,0.896,0.465,26.67,0.525,0.605,18.27,9.2,11.47,0.13,11.6,0.31,10.67,0.533,Big Ten,15.0,8-7,
2017,1,Lafayette,110530,4.21,7.07,0.84,0.474,28.93,0.588,0.273,11.5,11.21,12.57,-5.29,7.29,0.225,15.0,0.143,Patriot,14.0,2-12,
2017,1,Lehigh,110531,6.43,8.29,0.853,0.531,31.79,0.75,0.412,16.21,11.0,10.0,-0.21,9.79,0.287,15.0,0.5,Patriot,14.0,7-7,
2017,1,Loyola Maryland,110533,8.38,9.31,0.918,0.564,33.63,0.784,0.385,20.75,9.94,8.38,4.0,12.38,0.301,11.69,0.625,Patriot,16.0,10-6,
2017,1,Manhattan,110534,4.86,4.57,0.846,0.496,29.86,0.633,0.288,13.29,12.36,13.21,-4.79,8.43,0.255,16.71,0.214,MAAC,14.0,3-11,
2017,1,Marist,110535,5.13,5.63,0.876,0.522,23.13,0.74,0.35,13.06,12.44,7.5,0.44,7.94,0.283,13.0,0.625,MAAC,16.0,10-6,
2017,1,Marquette,110536,4.56,5.75,0.885,0.497,26.13,0.756,0.3,14.13,9.75,9.31,0.25,9.56,0.274,11.5,0.5,Big East,16.0,8-8,
2017,1,Maryland,110538,6.21,5.89,0.903,0.5,30.05,0.714,0.351,18.68,10.84,8.79,3.68,12.47,0.347,11.79,0.842,Big Ten,19.0,16-3,
2017,1,Massachusetts,110539,5.73,7.87,0.891,0.558,27.73,0.66,0.426,14.67,11.2,10.07,-1.13,8.93,0.255,13.67,0.467,CAA,15.0,7-8,
2017,1,Mercer,110540,6.0,8.85,0.857,0.556,26.69,0.686,0.441,14.85,10.46,10.85,-2.0,8.85,0.253,15.0,0.385,SoCon,13.0,5-8,
2017,1,Michigan,110541,6.36,6.64,0.879,0.479,27.21,0.623,0.415,16.93,11.21,11.29,-0.71,10.57,0.29,13.57,0.571,Big Ten,14.0,8-6,
2017,1,Monmouth,110542,4.78,9.0,0.906,0.477,26.06,0.64,0.352,14.5,10.39,7.39,2.33,9.72,0.263,10.78,0.778,MAAC,18.0,14-4,
2017,1,Mount St. Mary's,110543,5.21,6.21,0.836,0.378,24.57,0.698,0.333,14.0,10.79,11.36,-2.57,8.79,0.258,15.36,0.286,NEC,14.0,4-10,
2017,1,NJIT,110545,3.4,5.6,0.776,,23.73,0.5,0.417,10.33,13.13,12.4,-5.47,6.93,0.262,16.07,,Independent,15.0,1-14,
2017,1,Navy,110565,5.79,6.57,0.879,0.642,31.21,0.639,0.292,15.21,9.43,9.57,-0.14,9.43,0.306,16.43,0.429,Patriot,14.0,6-8,
2017,1,North Carolina,110544,5.81,6.69,0.887,0.521,29.88,0.596,0.391,17.31,10.13,10.44,1.06,11.5,0.289,13.25,0.5,ACC,16.0,8-8,
2017,1,Notre Dame,110546,5.27,7.2,0.861,0.437,26.33,0.55,0.283,15.8,10.27,9.8,0.73,10.53,0.319,12.47,0.6,ACC,15.0,9-6,
2017,1,Ohio St.,110547,5.57,4.67,0.87,0.621,28.9,0.697,0.492,16.9,9.95,8.38,2.95,11.33,0.335,13.19,0.762,Big Ten,21.0,16-5,
2017,1,Penn,110549,5.62,5.69,0.87,0.49,26.69,0.808,,16.92,10.15,10.77,0.54,11.31,0.308,12.0,0.538,Ivy League,13.0,7-6,
2017,1,Penn St.,110548,7.81,4.94,0.87,0.584,30.44,0.515,0.415,21.13,10.88,10.69,2.63,13.31,0.353,12.94,0.75,Big Ten,16.0,12-4,
2017,1,Princeton,110550,9.4,7.4,0.817,0.49,33.47,0.75,0.462,24.07,13.07,11.4,3.27,14.67,0.357,12.47,0.6,Ivy League,15.0,9-6,
2017,1,Providence,110551,5.29,7.24,0.878,0.536,26.76,0.742,0.326,14.94,10.71,8.35,1.29,9.65,0.252,13.47,0.588,Big East,17.0,10-7,
2017,1,Quinnipiac,110552,5.55,6.55,0.862,0.534,30.18,0.568,0.438,14.82,11.27,11.45,-2.18,9.27,0.249,16.27,0.182,MAAC,11.0,2-9,
2017,1,Richmond,110553,6.81,9.81,0.879,0.589,30.31,0.821,0.308,17.25,12.13,6.25,4.19,10.44,0.302,13.56,0.75,SoCon,16.0,12-4,
2017,1,Robert Morris,110554,6.88,9.31,0.889,0.421,30.31,0.674,0.351,17.75,13.13,10.31,0.56,10.88,0.282,14.88,0.563,NEC,16.0,9-7,
2017,1,Rutgers,110555,6.79,9.71,0.871,0.538,32.14,0.7,0.242,18.5,10.21,9.07,2.64,11.71,0.29,13.43,0.714,Big Ten,14.0,10-4,
2017,1,Sacred Heart,110556,6.53,10.07,0.886,0.49,31.33,0.717,0.328,17.87,10.0,10.27,1.07,11.33,0.287,15.8,0.6,NEC,15.0,9-6,
2017,1,Saint Joseph's,110558,4.21,6.36,0.835,0.54,28.21,0.564,0.31,13.07,12.0,9.93,-1.07,8.86,0.267,14.21,0.357,NEC,14.0,5-9,
2017,1,Siena,110559,5.36,6.93,0.819,0.431,26.57,0.529,0.515,15.71,8.57,13.36,-3.0,10.36,0.274,11.71,0.214,MAAC,14.0,3-11,
2017,1,St. John's (NY),110557,4.71,4.57,0.819,0.431,24.21,0.5,0.333,11.79,11.0,,-7.0,7.07,0.229,13.71,0.071,Big East,14.0,1-13,
2017,1,Stony Brook,110560,6.29,5.86,0.86,0.405,25.93,0.548,0.313,17.0,9.07,11.79,-1.07,10.71,0.316,12.5,0.5,America East,14.0,7-7,
2017,1,Syracuse,110561,8.25,6.0,0.919,0.528,28.06,0.66,0.5,20.31,9.94,10.06,2.0,12.06,0.322,10.88,0.813,ACC,16.0,13-3,
2017,1,Towson,110562,4.71,7.12,0.887,0.573,26.71,0.638,0.364,14.24,7.88,7.65,1.88,9.53,0.254,11.47,0.706,CAA,17.0,12-5,
2017,1,UAlbany,110502,9.5,6.06,0.892,0.686,33.28,0.829,0.358,24.89,10.67,9.5,5.89,15.39,0.344,13.67,0.833,America East,18.0,15-3,
2017,1,UMBC,110537,4.07,6.21,0.874,0.468,21.5,,0.231,11.64,8.86,9.14,-1.57,7.57,0.258,13.0,0.429,America East,14.0,6-8,
2017,1,VMI,110568,4.86,6.14,0.852,0.44,25.57,0.771,0.188,12.5,12.64,12.86,-5.21,7.64,,14.29,0.143,SoCon,14.0,2-12,
2017,1,Vermont,110566,6.54,8.08,0.818,0.503,26.23,0.755,0.291,16.38,11.46,11.15,-1.31,9.85,0.331,17.62,0.385,America East,13.0,5-8,
2017,1,Villanova,110567,8.13,6.4,0.905,0.477,27.53,0.667,0.358,21.27,9.73,11.47,1.67,13.13,0.291,10.53,0.6,Big East,15.0,9-6,
2017,1,Virginia,110569,9.13,9.13,0.888,0.527,43.33,0.643,0.481,23.53,11.47,13.27,1.13,14.4,0.311,15.13,0.533,ACC,15.0,8-7,
2017,1,Wagner,110570,4.2,6.93,0.852,0.408,25.53,0.757,0.231,11.93,13.2,9.73,-2.0,7.73,0.235,17.0,0.4,NEC,15.0,6-9,
2017,1,Yale,110571,8.0,5.56,0.877,0.605,32.31,0.533,0.171,20.94,9.38,10.31,2.63,12.94,0.314,12.06,0.625,Ivy League,16.0,10-6,
2017,2,Adams St.,110600,4.38,,0.764,0.441,27.23,0.647,0.203,11.85,16.0,11.23,,7.46,,20.31,0.385,RMAC,13.0,5-8,
2017,2,Adelphi,110573,6.05,6.95,0.854,0.646,29.47,0.78,0.288,16.58,10.89,7.74,,10.53,0.285,16.89,0.789,NE10,19.0,15-4,
2017,2,Alabama Huntsville,110574,5.15,,,0.592,29.0,0.682,,16.38,11.38,11.54,,11.23,0.287,17.0,0.462,Independent,13.0,6-7,
2017,2,Alderson Broaddus,110601,5.5,7.75,,0.384,29.67,0.644,0.22,14.42,11.17,15.33,,8.92,0.266,19.17,,Independent,12.0,1-11,
2017,2,American Int'l,110575,,6.29,,,,,,,14.88,,,,,,,NE10,17.0,1-16,
2017,2,Assumption,110576,5.62,,0.807,0.539,28.69,0.816,0.313,14.69,13.23,9.38,,9.08,0.303,15.15,0.462,NE10,13.0,6-7,
2017,2,Belmont Abbey,110614,7.71,6.82,0.954,0.57,31.82,0.829,0.333,22.18,9.82,7.76,6.71,14.47,0.361,12.53,0.706,Conference Carolinas,17.0,12-5,
2017,2,Bentley,110577,5.23,7.54,0.763,0.668,34.92,0.773,0.245,15.92,10.08,9.77,,10.69,0.277,17.69,0.462,NE10,13.0,6-7,
2017,2,Brevard,110631,5.25,8.81,,0.386,32.38,0.616,0.292,15.44,12.38,12.88,,10.19,0.362,,0.125,SAC,16.0,2-14,
2017,2,CSU Pueblo,110615,7.83,8.75,0.783,0.408,27.0,0.648,0.422,20.42,11.58,13.67,,12.58,0.342,17.42,0.5,RMAC,12.0,6-6,
2017,2,Catawba,110602,4.75,8.25,0.887,0.377,28.06,0.734,0.293,15.0,13.19,11.0,,10.25,0.281,17.94,0.5,SAC,16.0,8-8,
2017,2,Chestnut Hill,110628,7.38,6.92,0.835,0.529,28.54,0.682,0.368,19.54,11.69,8.46,3.69,12.15,0.337,15.77,0.615,ECC,13.0,8-5,
2017,2,Chowan,110617,5.23,7.85,0.76,,24.38,0.724,,14.77,17.31,,,9.54,0.329,17.85,,Conference Carolinas,13.0,1-12,
2017,2,Coker,110603,4.71,7.07,0.858,0.471,29.86,0.75,0.228,13.57,11.14,13.71,,8.86,0.259,17.29,0.286,SAC,14.0,4-10,
2017,2,Colorado Mesa,110621,6.22,10.89,0.902,0.613,32.78,0.794,0.364,22.0,9.78,7.17,8.61,15.78,0.299,14.5,0.889,RMAC,18.0,16-2,
2017,2,Davis & Elkins,110578,6.79,8.93,0.787,0.422,31.79,0.813,,16.29,14.07,14.5,,9.5,0.316,,0.286,G-MAC,14.0,4-10,
2017,2,Dist. Columbia,110579,6.08,10.08,0.796,0.499,28.58,0.61,0.243,18.42,11.92,14.25,,12.33,0.327,20.17,0.417,ECC,12.0,5-7,
2017,2,Dominican (NY),110618,4.87,7.73,0.77,0.508,27.4,0.75,0.2,13.53,12.93,12.13,,8.67,0.251,19.8,0.4,ECC,15.0,6-9,
2017,2,Emmanuel (GA),110637,,12.46,,,,,0.239,,12.38,,,,,,,Conference Carolinas,13.0,1-12,
2017,2,Fla. Southern,110581,5.13,7.8,0.82,0.504,26.0,0.678,0.317,15.4,13.13,11.33,,10.27,0.27,17.93,0.467,Sunshine State,15.0,7-8,
2017,2,Florida Tech,110580,5.87,8.2,0.855,0.58,34.33,0.646,0.333,17.73,11.13,9.6,,11.87,0.279,15.07,0.533,Sunshine State,15.0,8-7,
2017,2,Franklin Pierce,110582,4.0,6.92,0.79,,,0.736,0.235,13.38,12.23,11.62,,9.38,0.275,14.23,0.308,NE10,13.0,4-9,
2017,2,Georgian Court,110619,4.44,6.88,0.795,0.432,29.13,0.629,,12.44,15.0,13.19,,8.0,0.25,,0.313,Independent,16.0,5-11,
2017,2,LIU Post,110585,5.56,6.25,0.885,0.657,31.56,0.77,0.367,16.25,,8.19,,10.69,0.251,15.25,0.5,ECC,16.0,8-8,
2017,2,Lake Erie,110616,5.2,9.0,0.87,0.579,29.47,0.693,0.362,14.47,,9.6,,9.27,0.264,14.27,0.467,G-MAC,15.0,7-8,
2017,2,Le Moyne,110584,5.65,7.47,0.881,0.496,25.82,0.636,0.267,16.65,,5.76,5.24,11.0,0.269,11.76,0.824,NE10,17.0,14-3,
2017,2,Lees-McRae,110625,5.94,8.13,0.835,0.386,29.31,0.674,,17.19,14.19,,,11.25,0.306,18.19,0.313,Conference Carolinas,16.0,5-11,
2017,2,Lenoir-Rhyne,110604,7.0,8.07,0.872,0.623,35.0,0.7,0.434,20.13,12.53,10.0,3.13,13.13,0.286,14.2,0.8,SAC,15.0,12-3,
2017,2,Limestone,110605,7.0,7.82,0.922,0.74,44.27,0.775,0.329,23.09,8.82,7.95,8.14,16.09,0.342,15.32,0.955,Conference Carolinas,22.0,21-1,
2017,2,Lincoln Memorial,110606,4.93,10.47,0.875,0.467,32.2,0.679,0.286,16.07,11.73,10.33,,11.13,0.319,16.93,0.533,SAC,15.0,8-7,
2017,2,Lindenwood,110632,6.43,7.29,0.858,0.538,30.5,0.797,0.383,19.43,,7.14,5.86,13.0,0.29,12.5,0.714,Independent,14.0,10-4,
2017,2,Lynn,110627,6.08,6.46,0.845,0.633,31.38,0.744,0.333,16.54,9.23,10.46,,10.46,0.264,15.0,0.462,Sunshine State,13.0,6-7,
2017,2,Mars Hill,110607,6.23,9.77,0.82,0.427,35.54,0.64,0.349,15.54,12.0,10.0,,9.31,0.279,17.92,0.462,SAC,13.0,6-7,
2017,2,Maryville (MO),110586,,,,0.412,,,,,13.27,14.07,,,,,,RMAC,15.0,1-14,
2017,2,Mercy,110587,6.18,6.88,0.84,0.567,31.41,0.703,0.319,18.0,10.94,8.29,3.53,11.82,0.342,15.53,0.706,ECC,17.0,12-5,
2017,2,Mercyhurst,110588,7.6,8.27,0.903,0.526,26.87,0.745,0.333,20.4,,6.6,6.2,12.8,0.332,11.0,0.8,ECAC,15.0,12-3,
2017,2,Merrimack,110589,7.42,7.42,0.838,0.598,33.89,0.764,0.45,22.68,9.21,7.79,7.47,15.26,0.334,15.58,0.789,NE10,19.0,15-4,
2017,2,Molloy,110590,6.0,11.07,0.872,0.555,30.71,0.696,0.254,16.0,8.79,7.71,,10.0,0.245,14.93,0.643,ECC,14.0,9-5,
2017,2,Mount Olive,110608,6.56,9.31,0.858,0.572,26.5,0.792,0.4,19.25,12.0,7.81,4.88,12.69,0.322,15.81,0.688,Conference Carolinas,16.0,11-5,
2017,2,New York Tech,110592,6.94,9.41,0.884,0.486,27.24,0.765,0.369,19.24,10.47,8.41,3.88,12.29,0.333,14.82,0.824,ECC,17.0,14-3,
2017,2,North Greenville,110620,5.56,8.06,0.879,0.576,30.67,0.779,0.254,17.28,10.28,9.56,,11.72,0.315,16.61,0.5,Conference Carolinas,18.0,9-9,
2017,2,Notre Dame de Namur,110629,3.78,,,0.385,,,0.375,11.11,13.0,,,,0.266,15.78,,Independent,9.0,1-8,
2017,2,Ohio Valley,110626,5.07,,0.735,0.478,,0.672,0.191,14.14,13.36,,,9.07,0.291,20.43,0.286,G-MAC,14.0,4-10,
2017,2,Pace,110593,8.0,9.75,0.876,0.499,32.94,0.74,0.359,20.38,11.5,8.75,3.63,12.38,0.314,16.38,0.75,NE10,16.0,12-4,
2017,2,Pfeiffer,110594,5.94,6.38,0.813,0.487,30.25,0.659,0.339,16.75,14.88,12.81,,10.81,0.341,18.19,0.438,Conference Carolinas,16.0,7-9,
2017,2,Post,110609,5.54,9.23,0.815,,30.31,0.714,0.268,15.69,14.62,13.15,,10.15,0.282,16.77,0.385,Independent,13.0,5-8,
2017,2,Queens (NC),110622,5.29,8.59,0.882,0.685,35.35,0.75,0.218,16.06,10.12,9.88,,10.76,0.271,17.47,0.588,SAC,17.0,10-7,
2017,2,Roberts Wesleyan,110634,4.63,7.5,0.808,0.545,27.25,0.821,0.38,13.25,12.5,9.94,,8.63,0.283,17.69,0.25,ECC,16.0,4-12,
2017,2,Rockhurst,110610,8.24,10.12,0.836,0.6,34.71,0.696,0.471,21.0,,9.41,3.35,12.76,0.294,18.53,0.706,RMAC,17.0,12-5,
2017,2,Rollins,110595,4.86,6.86,0.835,0.42,27.36,,0.354,14.5,9.14,9.86,,9.64,0.267,13.57,0.5,Sunshine State,14.0,7-7,
2017,2,Saint Leo,110597,8.07,10.21,0.894,0.579,36.36,0.761,0.305,22.64,13.5,9.0,5.57,14.57,0.378,14.64,0.643,Sunshine State,14.0,9-5,
2017,2,Saint Michael's,110598,5.42,9.08,0.827,0.472,29.25,0.635,0.222,14.17,12.83,10.83,,8.75,,18.92,0.167,NE10,12.0,2-10,
2017,2,Saint Rose,110611,,,0.786,0.538,27.6,0.732,0.315,,14.0,11.67,,,,18.4,0.267,NE10,15.0,4-11,
2017,2,Seton Hill,110630,6.94,7.19,0.88,0.595,27.31,0.641,0.387,19.25,9.75,7.38,4.94,12.31,0.319,13.63,0.75,ECAC-II,16.0,12-4,
2017,2,Shorter,110635,,7.29,0.762,,,,,,17.93,,,,,,,Independent,14.0,0-14,
2017,2,Southern N.H.,110591,6.07,6.93,0.787,0.515,34.07,0.702,0.377,18.33,10.93,10.53,,12.27,0.273,16.27,0.6,NE10,15.0,9-6,
2017,2,St. Anselm,110596,6.0,9.57,0.846,0.461,36.07,0.607,0.32,18.36,11.29,10.21,,12.36,0.265,16.86,0.571,NE10,14.0,8-6,
2017,2,St. Thomas Aquinas,110612,,6.27,0.809,,26.73,0.779,0.182,,12.73,10.93,,7.67,0.248,16.4,0.333,ECC,15.0,5-10,
2017,2,Tampa,110599,7.85,8.6,0.904,0.6,31.85,,0.692,21.9,9.25,8.4,5.65,14.05,0.365,13.9,0.75,Sunshine State,20.0,15-5,
2017,2,Tusculum,110624,8.93,7.87,0.837,0.454,32.6,0.822,0.458,22.6,11.4,8.53,5.13,13.67,0.338,14.2,0.733,SAC,15.0,11-4,
2017,2,UAH,110574,,,,,,,0.31,,,,,,,,,Independent,13.0,6-7,
2017,2,UIndy,110583,7.0,8.54,0.88,0.581,29.46,0.725,0.327,17.77,10.62,7.0,3.77,10.77,0.285,14.62,0.538,Independent,13.0,7-6,
2017,2,Walsh,110633,,6.38,0.864,0.514,25.69,0.639,0.188,,10.69,9.94,,,0.242,17.19,0.25,ECAC-II,16.0,4-12,
2017,2,Wheeling,110623,6.29,8.79,0.883,0.384,29.43,0.684,0.357,17.64,12.21,10.43,,11.36,0.329,13.71,0.429,MEC,14.0,6-8,
2017,2,Wingate,110613,6.41,7.53,0.858,0.46,29.76,0.743,0.313,17.12,11.12,7.53,3.18,10.71,0.303,12.47,0.765,SAC,17.0,13-4,
2017,2,Young Harris,110636,6.8,8.93,0.855,0.572,31.8,0.676,0.286,19.07,,9.87,,12.27,0.286,15.53,0.467,Independent,15.0,7-8,
2018,1,Air Force,423561,3.53,5.07,0.826,0.526,20.73,0.511,0.281,11.4,8.4,10.67,-2.8,7.87,0.253,12.27,0.333,SoCon,15.0,5-10,
2018,1,Army West Point,423562,5.54,8.62,0.843,0.493,28.92,0.68,0.343,14.54,8.08,8.38,0.62,9.0,0.246,12.69,0.385,Patriot,13.0,5-8,
2018,1,Bellarmine,423501,4.62,7.38,0.791,0.487,22.15,0.771,0.326,12.46,11.62,9.38,-1.54,7.85,0.241,14.85,0.308,SoCon,13.0,4-9,
2018,1,Binghamton,423502,3.53,6.73,0.838,0.418,22.47,0.761,0.205,11.53,11.53,12.87,-4.87,8.0,0.245,12.6,0.267,America East,15.0,4-11,
2018,1,Boston U.,423503,6.82,6.47,0.839,0.478,29.41,0.61,0.568,16.88,12.24,11.35,-1.29,10.06,0.309,13.65,0.471,Patriot,17.0,8-9,
2018,1,Brown,423504,6.8,6.13,0.873,0.54,30.2,0.682,0.407,18.53,13.8,12.27,-0.53,11.73,0.294,14.93,0.4,Ivy League,15.0,6-9,
2018,1,Bryant,423505,5.07,6.0,0.888,0.675,32.13,0.697,0.366,16.4,8.73,9.73,1.6,11.33,0.296,13.73,0.533,NEC,15.0,8-7,
2018,1,Bucknell,423506,6.4,7.4,0.874,0.459,26.07,0.65,0.326,18.07,8.93,9.0,2.67,11.67,0.328,10.67,0.733,Patriot,15.0,11-4,
2018,1,Canisius,423507,7.29,6.35,0.894,0.399,26.0,0.605,0.488,18.76,10.0,12.76,-1.29,11.47,0.36,12.82,0.471,MAAC,17.0,8-9,
2018,1,Cleveland St.,423508,4.43,7.0,0.869,0.488,26.71,0.576,0.255,13.07,10.57,11.36,-2.71,8.64,0.248,15.21,0.286,Independent,14.0,4-10,
2018,1,Colgate,423509,6.53,5.67,0.866,0.595,29.07,0.688,0.383,18.4,9.07,10.47,1.4,11.87,0.315,12.33,0.467,Patriot,15.0,7-8,
2018,1,Cornell,423510,9.56,7.11,0.86,0.443,28.83,0.661,0.375,23.11,11.56,9.22,4.33,13.56,0.389,11.39,0.722,Ivy League,18.0,13-5,
2018,1,Dartmouth,423511,4.38,6.69,0.802,0.397,28.85,0.489,0.269,12.85,10.85,14.08,-5.62,8.46,0.272,15.0,0.154,Ivy League,13.0,2-11,
2018,1,Delaware,423512,4.71,6.43,0.876,0.453,26.29,0.737,0.236,15.29,11.79,10.5,0.07,10.57,0.291,10.86,0.429,CAA,14.0,6-8,
2018,1,Denver,423513,6.71,4.88,0.882,0.738,26.71,0.556,0.512,18.06,7.12,7.88,3.47,11.35,0.328,11.88,0.765,Big East,17.0,13-4,
2018,1,Detroit Mercy,423514,6.0,8.56,0.889,0.477,29.38,0.679,0.288,16.31,11.13,9.38,0.94,10.31,0.292,14.38,0.563,MAAC,16.0,9-7,
2018,1,Drexel,423515,5.46,5.23,0.888,0.475,23.85,0.673,0.34,15.85,10.54,12.46,-2.08,10.38,0.321,13.85,0.385,CAA,13.0,5-8,
2018,1,Duke,423516,7.5,7.65,0.895,0.51,31.2,0.667,0.5,21.1,9.5,8.65,4.95,13.6,0.372,11.1,0.8,ACC,20.0,16-4,
2018,1,Fairfield,423517,5.93,5.8,0.863,0.488,26.6,0.73,0.476,14.73,9.07,10.6,-1.8,8.8,0.259,12.47,0.267,CAA,15.0,4-11,
2018,1,Furman,423518,4.86,6.36,0.873,0.311,21.93,0.58,0.289,13.71,11.93,12.14,-3.29,8.86,0.305,13.71,0.286,SoCon,14.0,4-10,
2018,1,Georgetown,423519,6.82,7.18,0.911,0.487,26.06,0.718,0.372,17.88,9.76,8.12,2.94,11.06,0.333,11.65,0.706,Big East,17.0,12-5,
2018,1,Hampton,423520,4.08,11.58,0.823,0.413,34.58,0.378,0.311,13.08,11.5,12.75,-3.75,9.0,0.242,18.5,0.333,DI Independent,12.0,4-8,
2018,1,Hartford,423521,5.92,4.46,0.859,0.591,27.31,0.519,0.426,15.77,10.77,12.31,-2.46,9.85,0.309,15.0,0.231,America East,13.0,3-10,
2018,1,Harvard,423522,7.08,5.31,0.892,0.466,25.31,0.618,0.308,17.92,12.92,11.77,-0.92,10.85,0.283,13.46,0.538,Ivy League,13.0,7-6,
2018,1,High Point,423570,5.64,7.21,0.891,0.509,31.07,0.667,0.286,17.0,13.0,12.07,-0.71,11.36,0.317,14.93,0.429,SoCon,14.0,6-8,
2018,1,Hobart,423523,5.5,6.79,0.908,0.619,28.43,0.676,0.294,15.57,8.79,10.71,-0.64,10.07,0.249,13.21,0.286,NEC,14.0,4-10,
2018,1,Hofstra,423524,5.0,4.64,0.901,0.549,23.0,0.709,0.326,13.57,10.21,7.86,0.71,8.57,0.263,10.64,0.429,CAA,14.0,6-8,
2018,1,Holy Cross,423525,3.38,7.85,0.856,0.565,26.62,0.729,0.208,10.08,8.31,11.0,-4.31,6.69,0.184,16.69,0.308,Patriot,13.0,4-9,
2018,1,Jacksonville,423526,6.47,7.07,0.875,0.701,33.2,0.735,0.311,18.0,8.6,10.4,1.13,11.53,0.322,15.67,0.533,SoCon,15.0,8-7,
2018,1,Johns Hopkins,423527,7.29,5.59,0.897,0.524,27.0,0.68,0.355,19.0,9.88,9.71,2.0,11.71,0.294,10.88,0.706,Big Ten,17.0,12-5,
2018,1,Lafayette,423528,4.2,6.47,0.78,0.477,27.87,0.574,0.19,12.0,10.27,13.4,-5.6,7.8,0.235,17.2,0.2,Patriot,15.0,3-12,
2018,1,Lehigh,423529,6.65,7.71,0.875,0.591,30.82,0.66,0.634,17.24,8.71,9.47,1.12,10.59,0.321,13.53,0.588,Patriot,17.0,10-7,
2018,1,Loyola Maryland,423531,7.41,9.65,0.868,0.426,30.88,0.69,0.255,20.53,10.0,8.71,4.41,13.12,0.351,12.24,0.765,Patriot,17.0,13-4,
2018,1,Manhattan,423532,5.29,4.79,0.866,0.452,28.29,0.816,0.283,14.0,12.14,11.5,-2.79,8.71,0.26,13.79,0.286,MAAC,14.0,4-10,
2018,1,Marist,423533,4.33,4.33,0.849,0.448,19.47,0.643,0.295,12.4,11.4,11.6,-3.53,8.07,0.272,11.67,0.2,MAAC,15.0,3-12,
2018,1,Marquette,423534,4.0,5.21,0.87,0.561,25.14,0.714,0.271,11.86,8.79,9.86,-2.0,7.86,0.233,13.0,0.429,Big East,14.0,6-8,
2018,1,Maryland,423536,6.61,4.89,0.891,0.528,26.17,0.784,0.591,18.28,10.39,9.44,2.22,11.67,0.353,9.83,0.778,Big Ten,18.0,14-4,
2018,1,Massachusetts,423537,7.65,7.94,0.887,0.567,28.88,0.683,0.361,19.24,11.82,10.0,1.59,11.59,0.309,13.59,0.706,CAA,17.0,12-5,
2018,1,Mercer,423538,4.29,7.71,0.819,0.438,24.0,0.608,0.226,12.36,10.21,10.43,-2.36,8.07,0.241,14.07,0.286,SoCon,14.0,4-10,
2018,1,Michigan,423539,5.29,6.29,0.858,0.491,24.36,0.696,0.267,15.43,11.36,9.71,0.43,10.14,0.293,13.21,0.571,Big Ten,14.0,8-6,
2018,1,Monmouth,423540,5.53,7.2,0.936,0.378,26.8,0.69,0.362,15.73,11.93,9.0,1.2,10.2,0.287,10.87,0.467,MAAC,15.0,7-8,
2018,1,Mount St. Mary's,423541,6.79,8.29,0.847,0.538,32.29,0.689,0.25,18.0,10.14,12.5,-1.29,11.21,0.284,16.71,0.357,NEC,14.0,5-9,
